ip,asn,asn_description,country,network_name
161.227.194.110,15173,"NEWMA-11, US",,ETHYL
175.55.145.115,NA,NA,CN,NorthStar
95.30.18.7,3216,"SOVAM-AS, RU",RU,BEELINE-BROADBAND
151.193.23.31,NA,NA,,SABRE-NET01
134.45.69.188,397909,"EGUSD-01, US",,EGUSD-134-45
165.161.190.193,NA,NA,,PALMBEACHCOUNTYSCHOOLS
166.253.51.79,6167,"CELLCO-PART, US",,MCICS
182.219.139.13,17858,"POWERVIS-AS-KR LG POWERCOMM, KR",KR,Xpeed-KR
26.17.134.44,749,"DNIC-AS-00749, US",,DISANET26
208.91.68.212,40861,"PARAD-40-ASN, US",,NET-208-91-64-0-1
50.222.51.151,7922,"COMCAST-7922, US",,CCCH3-4
94.231.113.117,56420,"RYAZAN-AS, RU",RU,NLINK-NET
219.119.244.30,2497,"IIJ Internet Initiative Japan Inc., JP",JP,IIJNET
3.212.216.15,14618,"AMAZON-AES, US",,AMAZON-IAD
181.218.113.16,NA,NA,BR,230236
111.205.57.6,4808,"CHINA169-BJ China Unicom Beijing Province Network, CN",CN,UNICOM-BJ
52.204.39.44,14618,"AMAZON-AES, US",,AT-88-Z
204.251.178.69,174,"COGENT-174, US",,SPRINT-BLKD
202.111.78.21,4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,CHINANET-JS
158.216.119.9,NA,NA,CH,CSG
65.137.234.217,209,"CENTURYLINK-US-LEGACY-QWEST, US",,CENTURYLINK-LEGACY-QWEST-INET-18
23.173.176.24,NA,NA,,DECIX-DFW-MAPS
76.28.95.146,7922,"COMCAST-7922, US",,CONNECTICUT-20
191.174.89.64,26615,"TIM SA, BR",BR,214606
222.181.12.198,4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,CHINANET-CQ
194.94.232.117,680,"DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V., DE",DE,IPP-GW
83.11.174.41,5617,"TPNET, PL",PL,Orange-Swiatlowod
180.20.59.202,4713,"OCN NTT Communications Corporation, JP",JP,OCN
87.251.180.238,51604,"EKAT-AS, RU",RU,LIT
100.32.155.32,NA,NA,,V4-VZO
203.212.157.88,9443,"VOCUS-RETAIL-AU Vocus Retail, AU",AU,VOCUS-AP
200.79.92.177,8151,"UNINET, MX",,200.79.92.0 - 200.79.92.255
132.44.13.139,56,"DNIC-AS-00056, US",,AF-AFMC-AFSN-132-44
223.153.43.39,4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,CHINANET-HN
215.67.184.175,149,"DNIC-AS-00149, US",,DNIC-NET-215
141.183.118.110,NA,NA,,KEYSIGHT-TECHNOLOGIES-NETWORK
36.25.48.52,4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,CHINANET-ZJ-JH
4.56.180.87,3356,"LEVEL3, US",,LVLT-ORG-4-8
173.196.100.26,20001,"TWC-20001-PACWEST, US",,RCWE
156.141.98.144,NA,NA,,KEYSIGHT-TECHNOLOGIES-NETWORK
177.80.111.185,28573,"Claro NXT Telecomunicacoes Ltda, BR",BR,170709
217.32.50.103,2856,"BT-UK-AS BTnet UK Regional network, GB",GB,BT-MIDBAND
218.204.196.69,9808,"CHINAMOBILE-CN China Mobile Communications Group Co., Ltd., CN",CN,CMNET-guangdong
109.20.165.44,15557,"LDCOMNET --- I3Dnet ---, FR",FR,N9UF-DYN-DSL
221.78.211.44,17676,"GIGAINFRA SoftBank Corp., JP",JP,BBTEC
12.74.85.211,7018,"ATT-INTERNET4, US",,ATTSVC-12-74-0-0
184.217.50.153,NA,NA,,XX
216.26.123.13,11796,"AIRSTREAMCOMM-NET, US",,AS-BLK-9
207.246.210.193,19796,"SHUBERT, US",,SHUBERT-BLK
76.218.203.95,7018,"ATT-INTERNET4, US",,SBCIS-SBIS-6BLK
5.164.5.231,39028,"ULSK-AS, RU",RU,ERTH-ULSK-PPPOE-5-NET
204.70.37.35,3561,"CENTURYLINK-LEGACY-SAVVIS, US",,CENTURYLINK-LEGACY-SAVVIS-BLK189
213.73.28.151,15798,"OLMAN-EDU-AS OLMAN, Metropolitan Area Network educational AS, PL",PL,UWM-7
16.103.112.23,NA,NA,,HPE-15
111.125.32.10,9614,"OCT Oita Cable Telecom Co,ltd., JP",JP,OCT-NET
72.254.253.148,NA,NA,,AL-3
144.60.198.9,NA,NA,,SBC-SUBS-NET
216.227.8.234,32645,"PIVOT, US",,FAIRPOINT-PIVOT-227-8
91.74.22.2,15802,"DU-AS1, AE",AE,PALMJUMEIRAH-NET
120.121.71.208,1659,"ERX-TANET-ASN1 Taiwan Academic Network TANet Information Center, TW",TW,TANET-NET
4.85.225.233,3356,"LEVEL3, US",,LVLT-ORG-4-8
188.171.2.4,12946,"TELECABLE Spain, ES",ES,TELECABLE
61.101.127.35,9318,"SKB-AS SK Broadband Co Ltd, KR",KR,broadNnet-KR
26.195.7.228,749,"DNIC-AS-00749, US",,DISANET26
187.183.239.255,28573,"Claro NXT Telecomunicacoes Ltda, BR",BR,230237
106.49.213.4,NA,NA,CN,CHINACACHE
213.124.206.153,33915,"TNF-AS, NL",NL,ZIGGO-B2B-BACKBONE-CONNECTIONS
201.248.51.124,8048,"CANTV Servicios, Venezuela, VE",,201.248.0.0 - 201.248.255.255
204.70.227.228,3561,"CENTURYLINK-LEGACY-SAVVIS, US",,CENTURYLINK-LEGACY-SAVVIS-BLK189
203.114.244.137,45110,"CBCNET Beijing Tian Wei Xin Tong technology corp. limited., CN",CN,CBCnet
197.123.171.196,36992,"ETISALAT-MISR, EG",EG,ORG-EM1-AFRINIC
129.18.163.227,36923,"SWIFTNG-ASN, NG",NG,ORG-SNL3-AFRINIC
184.108.20.177,7922,"COMCAST-7922, US",,COMCAST-VOIP-4
129.197.216.28,NA,NA,,LOCKHEEDMARTIN
181.254.107.15,26611,"COMUNICACION CELULAR S.A. COMCEL S.A., CO",,181.240.0.0 - 181.255.255.255
197.200.96.255,36947,"ALGTEL-AS, DZ",DZ,
205.201.105.71,19108,"SUDDENLINK-COMMUNICATIONS, US",,CLASSIC-OBERLIN
145.247.241.78,41701,"CAP-FIN-AS, FI",FI,CAPNET
98.243.172.19,7922,"COMCAST-7922, US",,MICHIGAN-37
219.246.250.168,4538,"ERX-CERNET-BKB China Education and Research Network Center, CN",CN,CERNET-CN
161.241.68.165,NA,NA,,GW-LOREAL
146.8.249.176,91,"RPI-AS, US",,INCUBATOR
154.246.195.169,36947,"ALGTEL-AS, DZ",DZ,
212.47.132.26,8814,"AZT-AS, AZ",AZ,AZ-AZTELEKOM-980602
57.23.211.58,NA,NA,CH,SITA_Sarl_CH_22_26
62.176.217.98,203650,"FUNN-, NO",NO,Funn-217
201.107.9.183,19373,"Triara.com S.A. de C.V., MX",,201.107.9.0 - 201.107.9.255
21.193.68.59,749,"DNIC-AS-00749, US",,DNIC-SNET-021
128.115.111.232,45,"LLL-TIS-AS, US",,LLNL-LABNET
15.148.30.85,16509,"AMAZON-02, US",,AMAZO-4
115.70.77.228,10143,"EXETEL-AS-AP Exetel Pty Ltd, AU",AU,EXETEL-AU
63.148.82.176,209,"CENTURYLINK-US-LEGACY-QWEST, US",,CENTURYLINK-LEGACY-QWEST-INET-8
180.58.210.209,4713,"OCN NTT Communications Corporation, JP",JP,OCN
162.86.15.58,NA,NA,CH,CH-NOVARTIS-19920828
7.18.123.126,749,"DNIC-AS-00749, US",,DISANET7
141.51.8.202,680,"DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V., DE",DE,UNI-KASSEL
157.245.98.127,14061,"DIGITALOCEAN-ASN, US",,DIGITALOCEAN-157-245-0-0
174.123.139.129,36351,"SOFTLAYER, US",,NETBLK-THEPLANET-BLK-16
207.117.58.187,3300,"BT, GB",,HOGANAS19
163.189.248.211,NA,NA,AU,TRANSPORTFORNSW-AU
114.239.171.241,4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,CHINANET-JS
143.218.172.126,NA,NA,AU,ERX-NETBLOCK
216.38.73.243,NA,NA,,TIER1NET-1BLK
204.182.130.10,174,"COGENT-174, US",,SPRINTLINK
16.243.175.81,NA,NA,,CC04
11.200.40.240,749,"DNIC-AS-00749, US",,DODIIS
211.41.61.247,4766,"KIXS-AS-KR Korea Telecom, KR",KR,KORNET-KR
59.118.160.50,3462,"HINET Data Communication Business Group, TW",TW,HINET-NET
46.229.44.76,NA,NA,DE,DE-SYMGENIUS-20110214
195.223.22.110,3269,"ASN-IBSNAZ, IT",IT,ECOSANSRLSOCIETAUNIPERSONALE
190.143.115.179,14080,"Telmex Colombia S.A., CO",,190.143.112.0 - 190.143.119.255
51.111.233.114,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",GB,UK-MICROSOFT
107.197.142.101,7018,"ATT-INTERNET4, US",,SIS-80-4-2012
218.8.251.248,4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,UNICOM-HL
148.93.58.105,NA,NA,,GM-148-93-B
43.121.236.60,NA,NA,SG,ASEPL-SG
221.78.179.116,17676,"GIGAINFRA SoftBank Corp., JP",JP,BBTEC
19.174.111.228,NA,NA,,FINET
217.87.111.216,3320,"DTAG Internet service provider operations, DE",DE,DTAG-DIAL14
162.132.196.90,2047,"ASN-ROCHE-BASLE Global corporate IP network, CH",,ROCHE-162-132-0-0-1
168.13.59.248,3479,"PEACHNET-AS3479, US",,GPLSNET
165.235.249.17,1226,"CTA-42-AS1226, US",,165-235-0-0
176.103.88.159,49505,"SELECTEL, RU",RU,RU-AUCTION
139.190.184.80,12975,"PALTEL-AS PALTEL Autonomous System, PS",PS,PS-PALTEL-20110310
33.192.131.23,749,"DNIC-AS-00749, US",,DISN-IP-LEGACY
183.12.229.4,4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,CHINANET-GD
191.254.181.225,27699,"TELEFONICA BRASIL S.A, BR",BR,219818
187.96.41.144,26615,"TIM SA, BR",BR,136005
212.123.117.42,15598,"IPX-AS15598, DE",DE,DE-IPEXCHANGE-20000804
13.91.147.55,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",,MSFT
75.252.29.123,22394,"CELLCO, US",,WIRELESSDATANEWORK
147.208.20.145,NA,NA,,INTEL-FSO
206.72.7.215,5056,"AUREON-5056, US",,RINGSTED-DSL-DHCP2
223.140.89.79,17421,"EMOME-NET Mobile Business Group, TW",TW,EMOME-NET
206.87.229.44,393249,"UBC, CA",,UBC-206-87-4
176.218.7.230,8386,"KOCNET, TR",TR,VODAFONE-TURKEY-CUSTOMER-IP-POOLS
190.173.162.7,22927,"Telefonica de Argentina, AR",,190.172.0.0 - 190.173.255.255
159.74.113.70,NA,NA,,NEESNET1
66.110.245.116,22709,"NSTELCO, US",,NSTELCO
200.202.17.175,10733,"DC MATRIX INTERNET SA, BR",BR,286611
180.245.150.38,7713,"TELKOMNET-AS-AP PT Telekomunikasi Indonesia, ID",ID,TLKM_BB_INF_180_245
147.16.148.92,NA,NA,,RAYTHEON-NET-147
185.254.234.159,204081,"IMENDO, AT",AT,AT-IMENDO-20180411
4.48.11.241,3356,"LEVEL3, US",,LVLT-ORG-4-8
151.110.177.153,11719,"EATON-CORPORATION, US",,ETN
183.121.144.167,4766,"KIXS-AS-KR Korea Telecom, KR",KR,KORNET-KR
160.119.228.59,328137,"Web-Squad-Connect-AS, ZA",ZA,
104.23.166.19,13335,"CLOUDFLARENET, US",,CLOUDFLARENET
42.183.111.173,4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,UNICOM-LN
216.96.39.102,7029,"WINDSTREAM, US",,216-96-32-0
170.183.245.84,11686,"ENA, US",,NETBLK-KDE
80.205.242.232,3269,"ASN-IBSNAZ, IT",IT,IT-DATACOM-TI-20011010
49.163.143.38,17858,"POWERVIS-AS-KR LG POWERCOMM, KR",KR,Xpeed-KR
52.208.15.141,16509,"AMAZON-02, US",,AMAZON-DUB
203.71.31.207,1659,"ERX-TANET-ASN1 Taiwan Academic Network TANet Information Center, TW",TW,T-KSUT.EDU.TW-NET
186.2.161.112,59692,"IQWEB, AE",BZ,IQWEB-LLC-NET
207.227.97.17,3356,"LEVEL3, US",,LVLT-ORG-207-227
60.199.50.18,131634,"MOBATW-AS MOBA Private Limited Taiwan Branch, TW",TW,TFN-NET
200.125.85.107,27747,"Telecentro S.A., AR",,200.125.80.0 - 200.125.95.255
156.222.213.151,8452,"TE-AS TE-AS, EG",EG,
218.6.158.238,4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,CHINANET-SC
40.71.53.103,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",,MSFT
171.246.53.38,7552,"VIETEL-AS-AP Viettel Group, VN",VN,VIETTEL-VN
208.215.27.21,701,"UUNET, US",,UUNET1996B
189.93.165.75,22085,"Claro SA, BR",BR,108946
207.25.93.247,701,"UUNET, US",,ANS-C-BLOCK4
143.100.153.51,3479,"PEACHNET-AS3479, US",,GADOT
169.168.106.156,NA,NA,,CITICORP-B-BLK2
201.230.121.168,6147,"Telefonica del Peru S.A.A., PE",,201.230.121.128 - 201.230.121.255
199.204.55.30,13625,"REDWARNING, CA",,REDWARNINGCANADA
140.249.228.115,136195,"CHINATELECOM-QINGDAO-CLOUDBASE Qingdao, Shandong Province, P.R.China., CN",CN,CHINANET-SD
220.12.65.169,NA,NA,JP,BBTECH
94.119.232.9,NA,NA,GB,UK-THECLOUD-20080716
21.146.185.48,749,"DNIC-AS-00749, US",,DNIC-SNET-021
18.117.65.33,16509,"AMAZON-02, US",,AT-88-Z
184.0.102.138,209,"CENTURYLINK-US-LEGACY-QWEST, US",,CENTURYLINK-LEGACY-EMBARQ-BKL-14
211.224.117.7,4766,"KIXS-AS-KR Korea Telecom, KR",KR,KORNET-KR
46.40.13.84,41897,"SAT-TRAKT-AS Serbia, RS",RS,STCABLE-NET
147.245.133.240,749,"DNIC-AS-00749, US",,DNIC-RNET-147-245
159.41.242.47,8011,"MONGO-8011, US",,MONGO-159-41
156.219.239.73,8452,"TE-AS TE-AS, EG",EG,
61.179.60.189,4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,UNICOM-SD
195.185.3.233,12312,"ECOTEL, DE",DE,DE-ECOTEL-970805
50.36.31.59,5650,"FRONTIER-FRTR, US",,FRONTIER-COMMUNICATIONS
128.222.153.6,NA,NA,,EMC-B3
144.147.71.96,367,"DNIC-ASBLK-00306-00371, US",,FTIRWIN2
74.209.67.37,21898,"PTN-AS1, US",,TRUV-SOUTH-GA
163.28.201.64,1659,"ERX-TANET-ASN1 Taiwan Academic Network TANet Information Center, TW",TW,T-EDU.TW-NET
183.68.169.217,4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,CHINANET-CQ
94.83.19.114,3269,"ASN-IBSNAZ, IT",IT,CENTROFIORENZADIELISABETHSEIWALDCSNC
170.11.83.174,1621,"ASN-SECURIAN, US",,MML-B
218.164.35.83,3462,"HINET Data Communication Business Group, TW",TW,HINET-NET
56.117.75.64,16509,"AMAZON-02, US",,AMAZO-4
158.110.138.18,137,"ASGARR Consortium GARR, IT",IT,UDINE-NET
101.179.212.238,1221,"ASN-TELSTRA Telstra Limited, AU",AU,TELSTRAINTERNET50-AU
177.66.122.200,61832,"DB3 SERVICOS DE TELECOMUNICACOES S.A, BR",BR,454143
223.242.214.190,4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,CHINANET-AH
7.190.249.69,749,"DNIC-AS-00749, US",,DISANET7
29.124.219.72,749,"DNIC-AS-00749, US",,DNIC-SNET-029
87.43.248.55,1213,"HEANET, IE",IE,IE-HEANET-20050506
135.69.180.44,NA,NA,,ATT-135-65-73-B
209.229.92.240,NA,NA,,AMAZO-4
197.103.46.170,3741,"IS, ZA",ZA,ORG-DD1-AFRINIC
85.138.202.88,2860,"NOS_COMUNICACOES, PT",PT,NOS
209.255.149.59,7029,"WINDSTREAM, US",,PAETECCOMM
210.240.203.102,1659,"ERX-TANET-ASN1 Taiwan Academic Network TANet Information Center, TW",TW,T-NHMC.EDU.TW-NET
145.242.154.14,NA,NA,FR,DGI
219.204.207.193,NA,NA,JP,BBTECH
132.102.232.79,306,"DNIC-ASBLK-00306-00371, US",,ARNG-CONC3
68.225.151.222,22773,"ASN-CXA-ALL-CCI-22773-RDC, US",,NETBLK-PH-RDC-68-225-144-0
196.104.162.56,33771,"SAFARICOM-LIMITED, KE",KE,
222.1.66.205,2516,"KDDI KDDI CORPORATION, JP",JP,KDDI-NET
145.69.185.114,NA,NA,NL,MEZK4
179.31.201.215,6057,"Administracion Nacional de Telecomunicaciones, UY",,179.31.128.0 - 179.31.255.255
205.23.49.220,749,"DNIC-AS-00749, US",,DNIC-SNET-205-000
166.87.155.119,5080,"ARAMCO-AS, US",SA,SAUDIARAMCO-B
100.164.121.252,21928,"T-MOBILE-AS21928, US",,CORE2
202.136.154.120,9943,"KNCTV-AS KangNam CableTV, KR",KR,DLIVE-KR
178.117.76.16,6848,"TELENET-AS, BE",BE,TELENET
214.254.33.123,749,"DNIC-AS-00749, US",,DNIC-NET-214
154.219.15.121,22773,"ASN-CXA-ALL-CCI-22773-RDC, US",US,
6.141.131.59,749,"DNIC-AS-00749, US",,CONUS-YPG-NET
196.233.94.225,37492,"ORANGE-, TN",TN,
189.57.207.224,10429,"TELEFONICA BRASIL S.A, BR",BR,99298
169.67.91.171,NA,NA,,JMC
195.14.232.111,8422,"NETCOLOGNE, DE",DE,DE-NETCOLOGNE-970414
160.80.32.33,137,"ASGARR Consortium GARR, IT",IT,ROMA-UTOV-NET
129.199.93.72,2200,"FR-RENATER Reseau National de telecommunications pour la Technologie, FR",FR,FR-ENS-NET
202.22.220.220,2497,"IIJ Internet Initiative Japan Inc., JP",JP,GTVNET
67.24.242.25,3356,"LEVEL3, US",,LC-ORG-ARIN-BLK3
101.179.22.127,1221,"ASN-TELSTRA Telstra Limited, AU",AU,TELSTRAINTERNET50-AU
134.85.74.176,NA,NA,,AMERITECH
16.221.219.165,NA,NA,,HPE-15
220.74.33.167,4766,"KIXS-AS-KR Korea Telecom, KR",KR,KORNET-KR
174.139.176.136,35908,"VPLSNET, US",,KRYPT
179.89.194.89,26599,"TELEFONICA BRASIL S.A, BR",BR,210502
206.197.189.250,55001,"CYBERSTREET-NET, US",,CYBERSTREET
218.136.58.110,17676,"GIGAINFRA SoftBank Corp., JP",JP,BBTECH
11.91.250.192,749,"DNIC-AS-00749, US",,DODIIS
126.29.206.176,17676,"GIGAINFRA SoftBank Corp., JP",JP,BBTEC
137.146.170.163,6056,"COLBY, US",,COLBY
57.148.177.207,NA,NA,IE,FB-BLOCK
205.81.55.109,721,"DNIC-ASBLK-00721-00726, US",,NETBLK-NIC-BLK1
2.131.224.78,9158,"TELENOR_DANMARK_AS, DK",DK,DK-TELENOR-MBB
223.91.96.89,24445,"CMNET-V4HENAN-AS-AP Henan Mobile Communications Co.,Ltd, CN",CN,CMNET
42.216.243.131,NA,NA,CN,NorthStar
175.139.197.185,4788,"TTSSB-MY TM TECHNOLOGY SERVICES SDN. BHD., MY",MY,ADSL-STREAMYX
210.65.253.65,3462,"HINET Data Communication Business Group, TW",TW,HINET-NET
162.38.224.129,2200,"FR-RENATER Reseau National de telecommunications pour la Technologie, FR",FR,FR-UM2NET
207.105.160.150,7018,"ATT-INTERNET4, US",,SBCIS-SIS80
131.197.5.38,19773,"MOTOROLA-SOLUTIONS, US",,MSI-SECNET
202.200.159.15,4538,"ERX-CERNET-BKB China Education and Research Network Center, CN",CN,XAR-CERNET
42.246.250.76,4538,"ERX-CERNET-BKB China Education and Research Network Center, CN",CN,NJR-CERNET
97.166.30.132,6167,"CELLCO-PART, US",,WIRELESSDATANETWORK
5.95.87.73,30722,"VODAFONE-IT-ASN, IT",IT,VODAFONE-IT-21
61.166.214.239,4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,CHINANET-YN
197.105.151.52,NA,NA,ZA,ORG-CC2-AFRINIC
202.198.53.207,4538,"ERX-CERNET-BKB China Education and Research Network Center, CN",CN,CERNET-CN
217.98.202.135,5617,"TPNET, PL",PL,SZCZECIN-1-SDI
205.100.233.20,721,"DNIC-ASBLK-00721-00726, US",,NETBLK-NIC-BLK1
57.122.247.154,714,"APPLE-ENGINEERING, US",US,NET_57_112
206.217.121.237,3257,"GTT-BACKBONE GTT, US",,10000013667
4.192.184.43,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",,MSFT
214.156.159.62,749,"DNIC-AS-00749, US",,DNIC-NET-214
17.96.32.122,714,"APPLE-ENGINEERING, US",,APPLE-WWNET
197.11.122.193,2609,"TN-BB-AS Tunisia BackBone AS, TN",TN,ORG-ATIA2-AFRINIC
214.253.217.32,749,"DNIC-AS-00749, US",,DNIC-NET-214
20.214.2.176,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",,MSFT
115.169.50.250,4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,CHINANET-CDMA
190.145.159.137,14080,"Telmex Colombia S.A., CO",,190.144.0.0 - 190.147.255.255
212.186.173.114,8412,"TMA Magenta Telekom, AT",AT,Dr-Kirschner-Maria-Theresia
101.158.230.41,NA,NA,CN,CTTNET
197.4.111.14,327934,"Tunisie-Telecom, TN",TN,ORG-ATIA2-AFRINIC
128.67.153.192,NA,NA,IT,H3G
175.209.70.148,4766,"KIXS-AS-KR Korea Telecom, KR",KR,KORNET-KR
191.250.111.160,18881,"TELEFONICA BRASIL S.A, BR",BR,214474
195.41.94.247,3292,"TDC TDC AS, DK",DK,DK-TELEDANMARK-961204
158.140.172.160,63859,"MYREPUBLIC-AS-ID PT. Eka Mas Republik, ID",ID,MYREPUBLIC-ID
15.129.197.106,16509,"AMAZON-02, US",,AT-88-Z
197.160.143.29,24863,"LINKdotNET-AS, EG",EG,
102.120.95.113,36972,"MTN, SD",SD,
131.200.171.142,NA,NA,,ROK5
121.104.180.108,2516,"KDDI KDDI CORPORATION, JP",JP,KDDI-NET
40.53.42.24,4249,"LILLY-AS, US",,LILLY-NET
216.1.164.151,2828,"XO-AS15, US",,ALGX-ABI-BLK15
151.57.201.127,1267,"ASN-WINDTRE IUNET, IT",IT,MOBILE-SOUTH-EAST-57
165.20.4.247,19247,"AS19247, US",,NMH
136.29.204.254,19165,"WEBPASS, US",,PHOENIX
177.31.32.234,26615,"TIM SA, BR",BR,156628
160.102.133.80,11714,"NETWORK NEBRASKA, US",,CSCNET4
201.18.59.91,7738,"V tal, BR",BR,516431
178.152.146.95,8781,"QA-ISP, QA",qa,APC-BRAS-POOL-6
201.116.166.26,8151,"UNINET, MX",,201.116.166.0 - 201.116.166.255
198.232.226.125,NA,NA,,NETBLK-BLOODSYSTEMS-C
32.93.37.133,7018,"ATT-INTERNET4, US",,ATT-32-0-0-0-A
69.235.143.139,135629,"WESTCLOUDDATA Ningxia West Cloud Data Technology Co.Ltd., CN",CN,WESTCLOUDDATA
15.110.211.0,NA,NA,,HPE-15-Z-INTERNET
210.99.158.92,45400,"NICNET Korea Telecom, KR",KR,KORNET-KR
206.219.255.244,NA,NA,,PARSONS-CORP
116.241.18.31,131596,"TBCOM-NET TBC, TW",TW,TBCNET-TW
145.95.84.125,1103,"SURFNET-NL SURFnet, The Netherlands, NL",NL,SURFNET-BLOCKB91
190.21.167.98,7418,"TELEFONICA CHILE S.A., CL",,190.21.0.0 - 190.21.255.255
218.146.13.208,4766,"KIXS-AS-KR Korea Telecom, KR",KR,KORNET-KR
156.185.21.15,36992,"ETISALAT-MISR, EG",EG,
137.94.42.179,19737,"RMC, CA",,RMC
212.167.188.123,16509,"AMAZON-02, US",DE,US-A100ROW-19990506
97.101.243.16,33363,"BHN-33363, US",,RRSW
118.93.230.37,9500,"ONENZ-TRANSIT-AS One New Zealand Group Limited, NZ",NZ,IP-VFNZ-BROADBAND-2
221.240.142.0,17506,"UCOM ARTERIA Networks Corporation, JP",JP,HK0003731612
186.181.138.18,27831,"Colombia Movil, CO",,186.181.0.0 - 186.181.255.255
157.14.64.175,131958,"T-NET Tama Cable Network Co.,Ltd., JP",JP,t-net-CIDR-BLK-JP
195.138.191.64,8601,"Odesssa, Ukraine, UA",UA,UA-TELNET-971029
207.68.105.202,701,"UUNET, US",,VIS-207-68
13.96.207.171,NA,NA,,MSFT
129.24.114.151,3388,"UNM-AS, US",,UNM-CDCN
131.111.34.53,786,"JANET Jisc Services Limited, GB",GB,CAM-AC-UK
20.135.162.203,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",,MSFT
88.54.17.202,3269,"ASN-IBSNAZ, IT",IT,MONDOLIBRISPA
195.81.77.88,3257,"GTT-BACKBONE GTT, US",GB,GTT-UK-LAB
96.43.8.176,11215,"LOGIXCOMM-AS, US",,NETBLK-LOGIXCOM5-SMAINSURANCESERVICES
82.237.159.20,12322,"PROXAD, FR",FR,FR-PROXAD-ADSL
70.95.8.84,20001,"TWC-20001-PACWEST, US",,RRWE
166.165.186.203,6167,"CELLCO-PART, US",,MCICS
165.167.144.67,NA,NA,,CC04
150.221.136.229,11427,"TWC-11427-TEXAS, US",,CC04
42.61.210.208,9506,"SINGTEL-FIBRE Singtel Fibre Broadband, SG",SG,SINGTEL-FIBRE-42-61-210-0
222.169.22.151,4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,CHINANET-JL
207.184.48.62,22463,"ADS-17-22463, US",,ADS-17
192.83.1.79,1759,"TSF-IP-CORE Telia Finland Oyj, FI",FI,FI-SONERA-20040302
199.246.108.125,NA,NA,,BAMBAM-CA
186.30.150.207,19429,"ETB - Colombia, CO",,186.30.0.0 - 186.30.255.255
136.219.213.13,1563,"DNIC-ASBLK-01550-01601, US",,USAREUR4
133.160.165.199,NA,NA,JP,JPNIC-NET-JP-ERX
23.187.24.17,21728,"ACC-1169-ASN-BASE, US",,ACC-1169-HQ-IPV46
68.39.219.89,7922,"COMCAST-7922, US",,NJ-NORTH-8
75.40.7.53,7018,"ATT-INTERNET4, US",,SBCIS-SBIS-6BLK
221.251.70.23,17506,"UCOM ARTERIA Networks Corporation, JP",JP,ARTE-USERNET
193.77.94.212,5603,"SIOL-NET Telekom Slovenije d.d., SI",SI,LASKONET
115.58.23.238,4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,UNICOM-HA
223.181.62.24,24560,"AIRTELBROADBAND-AS-AP Bharti Airtel Ltd., Telemedia Services, IN",IN,Manaser
201.216.103.212,53080,"America-NET Ltda., BR",BR,418617
195.147.106.223,5413,"AS5413, GB",GB,DAISY-BBAND-DYNA-POOL
147.80.158.105,1761,"TDIR-CAPNET, US",,TDHS-WEL-NET
200.227.204.219,4230,"CLARO S.A., BR",BR,3480
176.188.200.20,5410,"BOUYGTEL-ISP, FR",FR,BOUYGTEL-ISP-WIRELINE
193.7.161.138,30853,"METEOTELECOM Moscow, Russia, RU",RU,MECOM
167.87.8.37,NA,NA,DE,DE-SIEMENS-19930517
205.53.44.38,749,"DNIC-AS-00749, US",,DNIC-SNET-205-000
221.87.185.235,17676,"GIGAINFRA SoftBank Corp., JP",JP,BBTEC
213.38.59.30,1273,"CW Vodafone Group PLC, EU",GB,UK-VEEL-19991028
208.156.243.240,3561,"CENTURYLINK-LEGACY-SAVVIS, US",,CENTURYLINK-LEGACY-SAVVIS-BLK85
120.142.201.140,10036,"CNM-AS-KR DLIVE, KR",KR,DLIVE-KR
156.162.48.49,36992,"ETISALAT-MISR, EG",EG,ORG-EM1-AFRINIC
3.110.124.66,16509,"AMAZON-02, US",,AMAZON-BOM
206.144.111.126,5006,"VOYANT, US",,ONVOY-206-144-0-0-14
155.189.72.160,NA,NA,,SWFLANT-B
173.42.161.243,NA,NA,,RRHL
